Node_with_Module,Node,Module,X,Y,Z,Neighbor_Nodes,Bars,Bars_with_Module_Nums,Nodes_with_Module_Nums
PIE-1,PIE,1,415.454299,135.668429,47.69575,ELF_FEW_GAL_HOW_NIX_OVA_RAD_RUM_SPY,ELF-PIE_FEW-PIE_GAL-PIE_HOW-PIE_NIX-PIE_OVA-PIE_PIE-RAD_PIE-RUM_PIE-SPY,ELF-PIE-1_GAL-PIE-1_HOW-PIE-1_NIX-PIE-1_OVA-PIE-1_PIE-RAD-1_PIE-SPY-1_PIE-RUM-1,ELF-1_GAL-1_HOW-1_NIX-1_OVA-1_RAD-1_SPY-1_RUM-5
PIG-13,PIG,13,402.365559,-118.020664,111.785363,ALL_DAD_EAR_EGG_GOO_HOT_JAM_LIE_MOO_RUG_ZAP_PRO,ALL-PIG_DAD-PIG_EAR-PIG_EGG-PIG_GOO-PIG_HOT-PIG_JAM-PIG_LIE-PIG_MOO-PIG_PIG-RUG_PIG-ZAP_PIG-PRO,ALL-PIG-10_DAD-PIG-10_EAR-PIG-10_EGG-PIG-10_GOO-PIG-10_MOO-PIG-10_PIG-RUG-10_GOO-PIG-13_HOT-PIG-13_JAM-PIG-13_LIE-PIG-13_PIG-ZAP-13_PIG-PRO-13,ALL-10_DAD-10_EAR-10_EGG-10_GOO-10_MOO-10_RUG-10_GOO-13_HOT-13_JAM-13_LIE-13_ZAP-13_PRO-13
VOW-6,VOW,6,331.310543,67.097811,106.702696,DRY_FAN_FLY_FUN_GIN_NAN_OIL_PLY_REF_TAX_WIZ_ZZZ,DRY-VOW_FAN-VOW_FLY-VOW_FUN-VOW_GIN-VOW_NAN-VOW_OIL-VOW_PLY-VOW_REF-VOW_TAX-VOW_VOW-WIZ_VOW-ZZZ,DRY-VOW-5_FLY-VOW-5_FUN-VOW-5_OIL-VOW-5_PLY-VOW-5_REF-VOW-5_FAN-VOW-6_GIN-VOW-6_NAN-VOW-6_PLY-VOW-6_VOW-ZZZ-6_TAX-VOW-4_VOW-WIZ-6,DRY-5_FLY-5_FUN-5_OIL-5_PLY-5_REF-5_FAN-6_GIN-6_NAN-6_PLY-6_ZZZ-6_TAX-4_WIZ-4
SEX-8,SEX,8,458.332691,-115.130647,56.7697,AMP_CAB_DAD_EAR_GEL_PHI_ROB_SAW_TAR_YAY,AMP-SEX_CAB-SEX_DAD-SEX_EAR-SEX_GEL-SEX_PHI-SEX_ROB-SEX_SAW-SEX_SEX-TAR_SEX-YAY,AMP-SEX-10_CAB-SEX-10_DAD-SEX-10_EAR-SEX-10_GEL-SEX-10_ROB-SEX-10_AMP-SEX-8_PHI-SEX-8_SAW-SEX-8_SEX-TAR-8_SEX-YAY-8,AMP-10_CAB-10_DAD-10_EAR-10_GEL-10_ROB-10_AMP-8_PHI-8_SAW-8_TAR-8_YAY-8
VOW-5,VOW,6,334.114075,69.092577,104.662813,DRY_FAN_FLY_FUN_GIN_NAN_OIL_PLY_REF_TAX_WIZ_ZZZ,DRY-VOW_FAN-VOW_FLY-VOW_FUN-VOW_GIN-VOW_NAN-VOW_OIL-VOW_PLY-VOW_REF-VOW_TAX-VOW_VOW-WIZ_VOW-ZZZ,DRY-VOW-5_FLY-VOW-5_FUN-VOW-5_OIL-VOW-5_PLY-VOW-5_REF-VOW-5_FAN-VOW-6_GIN-VOW-6_NAN-VOW-6_PLY-VOW-6_VOW-ZZZ-6_TAX-VOW-4_VOW-WIZ-6,DRY-5_FLY-5_FUN-5_OIL-5_PLY-5_REF-5_FAN-6_GIN-6_NAN-6_PLY-6_ZZZ-6_TAX-4_WIZ-4
COY-12,COY,9,316.250712,-50.538123,79.795053,AGE_ART_BED_BUG_CHI_LAX_NOR_ELK_KIT_MAD,AGE-COY_ART-COY_BED-COY_BUG-COY_CHI-COY_COY-LAX_COY-NOR_COY-ELK_COY-KIT_COY-MAD,ART-COY-12_BED-COY-12_BUG-COY-12_COY-LAX-12_COY-NOR-12_COY-MAD-12_AGE-COY-9_BED-COY-9_CHI-COY-9_COY-NOR-9_COY-ELK-9_COY-KIT-9,ART-12_BED-12_BUG-12_LAX-12_NOR-12_MAD-12_AGE-9_BED-9_CHI-9_NOR-9_ELK-9_KIT-9
AHI-7,AHI,7,435.566449,33.922206,142.527308,NIL_YES_ERA_IRE_JUG_EON,AHI-NIL_AHI-YES_AHI-ERA_AHI-IRE_AHI-JUG_AHI-EON,AHI-NIL-7_AHI-YES-7_AHI-ERA-7_AHI-IRE-7_AHI-EON-7_AHI-JUG-7,NIL-7_YES-7_ERA-7_IRE-7_EON-7_JUG-6
TRY-6,TRY,6,357.428665,-20.183222,149.589763,ACT_DUH_FOG_LAM_SOY_TAU,ACT-TRY_DUH-TRY_FOG-TRY_LAM-TRY_SOY-TRY_TAU-TRY,ACT-TRY-6_DUH-TRY-6_FOG-TRY-6_SOY-TRY-6_TAU-TRY-6_LAM-TRY-12,ACT-6_DUH-6_FOG-6_SOY-6_TAU-6_LAM-12
DUB-5,DUB,5,437.244806,99.446321,109.744892,ADO_ARM_TOY_WAR_WET_ELF,ADO-DUB_ARM-DUB_DUB-TOY_DUB-WAR_DUB-WET_DUB-ELF,ARM-DUB-1_DUB-WAR-1_DUB-WET-1_DUB-ELF-1_ADO-DUB-5_DUB-TOY-5_DUB-WAR-5,ARM-1_WAR-1_WET-1_ELF-1_ADO-5_TOY-5_WAR-5
EGG-10,EGG,10,401.375187,-150.106326,99.73585,ALL_DAD_RUG_PIG_FOR_MOO,ALL-EGG_DAD-EGG_EGG-RUG_EGG-PIG_EGG-FOR_EGG-MOO,ALL-EGG-10_DAD-EGG-10_EGG-RUG-10_EGG-PIG-10_EGG-FOR-10_EGG-MOO-10,ALL-10_DAD-10_RUG-10_PIG-10_FOR-10_MOO-10
DUB-1,DUB,5,439.654337,101.96354,107.35484,ADO_ARM_TOY_WAR_WET_ELF,ADO-DUB_ARM-DUB_DUB-TOY_DUB-WAR_DUB-WET_DUB-ELF,ARM-DUB-1_DUB-WAR-1_DUB-WET-1_DUB-ELF-1_ADO-DUB-5_DUB-TOY-5_DUB-WAR-5,ARM-1_WAR-1_WET-1_ELF-1_ADO-5_TOY-5_WAR-5
BAR-4,BAR,9,289.266493,-27.929054,16.672576,AGE_CUP_SIR_FLU_DOG_ONO,AGE-BAR_BAR-CUP_BAR-SIR_BAR-FLU_BAR-DOG_BAR-ONO,BAR-CUP-4_BAR-FLU-4_BAR-DOG-4_AGE-BAR-9_BAR-SIR-9_BAR-DOG-9_BAR-ONO-9,CUP-4_FLU-4_DOG-4_AGE-9_SIR-9_DOG-9_ONO-9
FIX-11,FIX,7,470.643738,-9.69654,101.207965,ACE_AIR_COW_EYE_MAC_ODD_POP_IVY_GAS_GIG_LUG_YES,ACE-FIX_AIR-FIX_COW-FIX_EYE-FIX_FIX-MAC_FIX-ODD_FIX-POP_FIX-IVY_FIX-GAS_FIX-GIG_FIX-LUG_FIX-YES,AIR-FIX-11_COW-FIX-11_FIX-MAC-11_FIX-ODD-11_FIX-GAS-11_FIX-GIG-11_FIX-LUG-11_ACE-FIX-7_EYE-FIX-7_FIX-MAC-7_FIX-POP-7_FIX-IVY-7_FIX-YES-7,AIR-11_COW-11_MAC-11_ODD-11_GAS-11_GIG-11_LUG-11_ACE-7_EYE-7_MAC-7_POP-7_IVY-7_YES-7
VAN-4,VAN,4,284.002563,21.181929,5.442592,BOX_CUP_FLU_GYM_HUG_PAW,BOX-VAN_CUP-VAN_FLU-VAN_GYM-VAN_HUG-VAN_PAW-VAN,BOX-VAN-4_CUP-VAN-4_FLU-VAN-4_GYM-VAN-4_HUG-VAN-4_PAW-VAN-4,BOX-4_CUP-4_FLU-4_GYM-4_HUG-4_PAW-4
FLY-3,FLY,5,312.475987,96.288018,76.3189,AGO_ALA_DRY_OIL_VOW_OAR_TAX_WIZ,AGO-FLY_ALA-FLY_DRY-FLY_FLY-OIL_FLY-VOW_FLY-OAR_FLY-TAX_FLY-WIZ,AGO-FLY-3_ALA-FLY-3_FLY-OIL-3_FLY-OAR-3_FLY-TAX-3_DRY-FLY-5_FLY-OIL-5_FLY-VOW-5_FLY-WIZ-5,AGO-3_ALA-3_OIL-3_OAR-3_TAX-3_DRY-5_OIL-5_VOW-5_WIZ-4
FLY-5,FLY,5,314.35537,93.834821,78.858535,AGO_ALA_DRY_OIL_VOW_OAR_TAX_WIZ,AGO-FLY_ALA-FLY_DRY-FLY_FLY-OIL_FLY-VOW_FLY-OAR_FLY-TAX_FLY-WIZ,AGO-FLY-3_ALA-FLY-3_FLY-OIL-3_FLY-OAR-3_FLY-TAX-3_DRY-FLY-5_FLY-OIL-5_FLY-VOW-5_FLY-WIZ-5,AGO-3_ALA-3_OIL-3_OAR-3_TAX-3_DRY-5_OIL-5_VOW-5_WIZ-4
OFF-2,OFF,2,475.615993,60.102769,-3.980502,ASK_CIS_FRO_GUN_WHO_TAG_ORC,ASK-OFF_CIS-OFF_FRO-OFF_GUN-OFF_OFF-WHO_OFF-TAG_OFF-ORC,ASK-OFF-2_CIS-OFF-2_GUN-OFF-2_OFF-TAG-2_OFF-ORC-2_FRO-OFF-1_OFF-WHO-2,ASK-2_CIS-2_GUN-2_TAG-2_ORC-2_FRO-1_WHO-1
YES-7,YES,7,450.780071,25.864664,119.793613,ACE_AHI_EON_ERA_FIX_GIG_IRE_MAC_NIL_POP_WET,ACE-YES_AHI-YES_EON-YES_ERA-YES_FIX-YES_GIG-YES_IRE-YES_MAC-YES_NIL-YES_POP-YES_WET-YES,ACE-YES-7_AHI-YES-7_EON-YES-7_ERA-YES-7_FIX-YES-7_IRE-YES-7_MAC-YES-7_NIL-YES-7_POP-YES-7_WET-YES-7_GIG-YES-14,ACE-7_AHI-7_EON-7_ERA-7_FIX-7_IRE-7_MAC-7_NIL-7_POP-7_WET-7_GIG-14
ASK-2,ASK,2,497.103489,64.58376,10.261813,FRO_ORC_GUN_TUB_OFF_TAG,ASK-FRO_ASK-ORC_ASK-GUN_ASK-TUB_ASK-OFF_ASK-TAG,ASK-ORC-2_ASK-GUN-2_ASK-TUB-2_ASK-OFF-2_ASK-TAG-2_ASK-FRO-2,ORC-2_GUN-2_TUB-2_OFF-2_TAG-2_FRO-1
INK-3,INK,3,343.437092,133.01688,55.147004,ALA_GUT_MAY_RUM_OIL_SHY,ALA-INK_GUT-INK_INK-MAY_INK-RUM_INK-OIL_INK-SHY,ALA-INK-3_GUT-INK-3_INK-MAY-3_INK-RUM-3_INK-OIL-3_INK-SHY-3,ALA-3_GUT-3_MAY-3_RUM-3_OIL-3_SHY-5
ICE-6,ICE,6,294.882496,1.778475,96.570384,BED_GIN_HAM_MAD_SAY_LAX,BED-ICE_GIN-ICE_HAM-ICE_ICE-MAD_ICE-SAY_ICE-LAX,BED-ICE-4_GIN-ICE-4_ICE-SAY-4_GIN-ICE-6_HAM-ICE-6_ICE-LAX-6_ICE-MAD-6,BED-4_GIN-4_SAY-4_GIN-6_HAM-6_LAX-6_MAD-12
ICE-4,ICE,6,295.112131,1.830724,92.806181,BED_GIN_HAM_MAD_SAY_LAX,BED-ICE_GIN-ICE_HAM-ICE_ICE-MAD_ICE-SAY_ICE-LAX,BED-ICE-4_GIN-ICE-4_ICE-SAY-4_GIN-ICE-6_HAM-ICE-6_ICE-LAX-6_ICE-MAD-6,BED-4_GIN-4_SAY-4_GIN-6_HAM-6_LAX-6_MAD-12
TAT-9,TAT,9,338.630471,-67.296117,3.723695,COP_ELK_ONO_SIR_USE,COP-TAT_ELK-TAT_ONO-TAT_SIR-TAT_TAT-USE,COP-TAT-9_ELK-TAT-9_ONO-TAT-9_SIR-TAT-9_TAT-USE-9,COP-9_ELK-9_ONO-9_SIR-9_USE-9
ZAP-13,ZAP,13,378.086927,-89.320592,127.586788,BUG_GOO_HOT_LAB_LIE_OLD_PIG_PRO_TAU_YAK,BUG-ZAP_GOO-ZAP_HOT-ZAP_LAB-ZAP_LIE-ZAP_OLD-ZAP_PIG-ZAP_PRO-ZAP_TAU-ZAP_YAK-ZAP,GOO-ZAP-13_HOT-ZAP-13_LAB-ZAP-13_LIE-ZAP-13_OLD-ZAP-13_PIG-ZAP-13_PRO-ZAP-13_TAU-ZAP-13_YAK-ZAP-13_BUG-ZAP-12,GOO-13_HOT-13_LAB-13_LIE-13_OLD-13_PIG-13_PRO-13_TAU-13_YAK-13_BUG-12
HOT-13,HOT,13,401.254834,-99.301305,136.731721,PRO_PIG_ZAP_JAM_OLD_LIE,HOT-PRO_HOT-PIG_HOT-ZAP_HOT-JAM_HOT-OLD_HOT-LIE,HOT-PRO-13_HOT-PIG-13_HOT-ZAP-13_HOT-JAM-13_HOT-OLD-13_HOT-LIE-13,PRO-13_PIG-13_ZAP-13_JAM-13_OLD-13_LIE-13
DUI-2,DUI,2,493.748895,54.966798,57.531118,ACE_DIG_HIT_SKY_TUB_GUN_SUN_TAG_IVY_NOM,ACE-DUI_DIG-DUI_DUI-HIT_DUI-SKY_DUI-TUB_DUI-GUN_DUI-SUN_DUI-TAG_DUI-IVY_DUI-NOM,DIG-DUI-2_DUI-HIT-2_DUI-SKY-2_DUI-TUB-2_DUI-GUN-2_DUI-SUN-2_DUI-TAG-2_DUI-IVY-2_DUI-NOM-2_ACE-DUI-7,DIG-2_HIT-2_SKY-2_TUB-2_GUN-2_SUN-2_TAG-2_IVY-2_NOM-2_ACE-7
FOX-2,FOX,2,510.005904,13.582607,37.977083,BOY_ETA_SKY_IVY_TUX_TAG,BOY-FOX_ETA-FOX_FOX-SKY_FOX-IVY_FOX-TUX_FOX-TAG,BOY-FOX-2_ETA-FOX-2_FOX-SKY-2_FOX-IVY-2_FOX-TUX-2_FOX-TAG-2,BOY-2_ETA-2_SKY-2_IVY-2_TUX-2_TAG-2
FRO-1,FRO,1,479.660218,91.961102,0.878402,ASK_RAW_OFF_WHO_GUN,ASK-FRO_FRO-RAW_FRO-OFF_FRO-WHO_FRO-GUN,FRO-RAW-1_FRO-WHO-1_FRO-GUN-1_ASK-FRO-2_FRO-OFF-1,RAW-1_WHO-1_GUN-1_ASK-2_OFF-2
ELK-9,ELK,9,322.503369,-76.90066,38.971491,AGE_COP_COY_WIG_SIR_NOR_USE_KIT_TAT_WOW_ONO,AGE-ELK_COP-ELK_COY-ELK_ELK-WIG_ELK-SIR_ELK-NOR_ELK-USE_ELK-KIT_ELK-TAT_ELK-WOW_ELK-ONO,AGE-ELK-9_COP-ELK-9_COY-ELK-9_ELK-WIG-9_ELK-SIR-9_ELK-NOR-9_ELK-USE-9_ELK-KIT-9_ELK-TAT-9_ELK-WOW-9_ELK-ONO-9,AGE-9_COP-9_COY-9_WIG-9_SIR-9_NOR-9_USE-9_KIT-9_TAT-9_WOW-9_ONO-9
ACT-6,ACT,6,345.438194,-19.820739,126.222191,BUG_ASH_LAM_TRY_DUH_NAN_TAU_SOY_HAM_LAX,ACT-BUG_ACT-ASH_ACT-LAM_ACT-TRY_ACT-DUH_ACT-NAN_ACT-TAU_ACT-SOY_ACT-HAM_ACT-LAX,ACT-BUG-12_ACT-ASH-12_ACT-LAM-12_ACT-LAX-12_ACT-TRY-6_ACT-DUH-6_ACT-NAN-6_ACT-TAU-6_ACT-SOY-6_ACT-HAM-6_ACT-LAX-6,BUG-12_ASH-12_LAM-12_LAX-12_TRY-6_DUH-6_NAN-6_TAU-6_SOY-6_HAM-6_LAX-6
HIP-10,HIP,10,363.621071,-154.306649,60.236337,FOR_GET_SAD_WOW_RUG_NEW,FOR-HIP_GET-HIP_HIP-SAD_HIP-WOW_HIP-RUG_HIP-NEW,FOR-HIP-10_GET-HIP-10_HIP-SAD-10_HIP-WOW-10_HIP-RUG-10_HIP-NEW-10,FOR-10_GET-10_SAD-10_WOW-10_RUG-10_NEW-10
WIN-8,WIN,8,493.968978,-41.757337,12.518759,BAH_BAM_ETA_HAY_JAR_PAY,BAH-WIN_BAM-WIN_ETA-WIN_HAY-WIN_JAR-WIN_PAY-WIN,BAH-WIN-8_BAM-WIN-8_ETA-WIN-8_HAY-WIN-8_JAR-WIN-8_PAY-WIN-8,BAH-8_BAM-8_ETA-8_HAY-8_JAR-8_PAY-8
RAW-1,RAW,1,473.059913,115.187843,16.763664,FRO_GUN_JOY_LEG_SPY_WHO,FRO-RAW_GUN-RAW_JOY-RAW_LEG-RAW_RAW-SPY_RAW-WHO,FRO-RAW-1_GUN-RAW-1_JOY-RAW-1_LEG-RAW-1_RAW-SPY-1_RAW-WHO-1,FRO-1_GUN-1_JOY-1_LEG-1_SPY-1_WHO-1
HOW-5,HOW,5,400.352096,116.059881,82.089072,ADO_BOA_ELF_FEW_GAL_REF_WAR_PIE_RUM_SHY,ADO-HOW_BOA-HOW_ELF-HOW_FEW-HOW_GAL-HOW_HOW-REF_HOW-WAR_HOW-PIE_HOW-RUM_HOW-SHY,ELF-HOW-1_GAL-HOW-1_HOW-WAR-1_HOW-PIE-1_ADO-HOW-5_BOA-HOW-5_HOW-REF-5_HOW-WAR-5_HOW-RUM-5_HOW-SHY-5,ELF-1_GAL-1_WAR-1_PIE-1_ADO-5_BOA-5_REF-5_WAR-5_RUM-5_SHY-5
JOB-5,JOB,5,400.390413,74.000144,137.379116,ADO_NAY_NIL_JUG_TOY_PLY,ADO-JOB_JOB-NAY_JOB-NIL_JOB-JUG_JOB-TOY_JOB-PLY,ADO-JOB-5_JOB-NAY-5_JOB-NIL-5_JOB-JUG-5_JOB-TOY-5_JOB-PLY-5,ADO-5_NAY-5_NIL-5_JUG-5_TOY-5_PLY-5
SAY-4,SAY,4,287.717971,30.915128,71.521293,BED_DAY_GIN_ICE_PAW_TAX_WIZ_ZIG,BED-SAY_DAY-SAY_GIN-SAY_ICE-SAY_PAW-SAY_SAY-TAX_SAY-WIZ_SAY-ZIG,BED-SAY-4_DAY-SAY-4_GIN-SAY-4_ICE-SAY-4_PAW-SAY-4_SAY-TAX-4_SAY-WIZ-4_SAY-ZIG-4,BED-4_DAY-4_GIN-4_ICE-4_PAW-4_TAX-4_WIZ-4_ZIG-4
ALA-3,ALA,3,322.352007,119.493049,53.480766,AGO_OIL_INK_FLY_GUT_MIX,AGO-ALA_ALA-OIL_ALA-INK_ALA-FLY_ALA-GUT_ALA-MIX,AGO-ALA-3_ALA-OIL-3_ALA-INK-3_ALA-FLY-3_ALA-GUT-3_ALA-MIX-3,AGO-3_OIL-3_INK-3_FLY-3_GUT-3_MIX-3
EGO-3,EGO,3,297.397829,74.368873,-2.991689,AIM_BOX_GYM_MOM_LID_OAR,AIM-EGO_BOX-EGO_EGO-GYM_EGO-MOM_EGO-LID_EGO-OAR,AIM-EGO-3_EGO-GYM-3_EGO-MOM-3_EGO-LID-3_EGO-OAR-3_BOX-EGO-4,AIM-3_GYM-3_MOM-3_LID-3_OAR-3_BOX-4
MOO-10,MOO,10,428.073775,-136.408941,106.571714,DAD_EAR_EGG_GEL_JAM_PIG,DAD-MOO_EAR-MOO_EGG-MOO_GEL-MOO_JAM-MOO_MOO-PIG,DAD-MOO-10_EAR-MOO-10_EGG-MOO-10_GEL-MOO-10_MOO-PIG-10_JAM-MOO-13,DAD-10_EAR-10_EGG-10_GEL-10_PIG-10_JAM-13
OIL-3,OIL,5,339.375554,103.735307,72.956643,AGO_ALA_DRY_FLY_GUT_INK_VOW_RUM_SHY_TAX_REF,AGO-OIL_ALA-OIL_DRY-OIL_FLY-OIL_GUT-OIL_INK-OIL_OIL-VOW_OIL-RUM_OIL-SHY_OIL-TAX_OIL-REF,AGO-OIL-3_ALA-OIL-3_FLY-OIL-3_GUT-OIL-3_INK-OIL-3_OIL-RUM-3_OIL-TAX-3_DRY-OIL-5_FLY-OIL-5_OIL-VOW-5_OIL-RUM-5_OIL-SHY-5_OIL-REF-5,AGO-3_ALA-3_FLY-3_GUT-3_INK-3_RUM-3_TAX-3_DRY-5_FLY-5_VOW-5_RUM-5_SHY-5_REF-5
MAC-11,MAC,7,464.704241,-3.655777,127.661004,AIR_FIX_GIG_IRE_POP_YES,AIR-MAC_FIX-MAC_GIG-MAC_IRE-MAC_MAC-POP_MAC-YES,AIR-MAC-11_FIX-MAC-11_GIG-MAC-11_FIX-MAC-7_IRE-MAC-7_MAC-POP-7_MAC-YES-7,AIR-11_FIX-11_GIG-11_FIX-7_IRE-7_POP-7_YES-7
BED-12,BED,9,301.799018,-10.355721,68.623003,AGE_ICE_DOG_COY_MAD_SAY_GIN_CHI_PAW_CUP_LAX_DAY,AGE-BED_BED-ICE_BED-DOG_BED-COY_BED-MAD_BED-SAY_BED-GIN_BED-CHI_BED-PAW_BED-CUP_BED-LAX_BED-DAY,BED-COY-12_BED-MAD-12_BED-LAX-12_BED-ICE-4_BED-DOG-4_BED-SAY-4_BED-GIN-4_BED-PAW-4_BED-CUP-4_BED-DAY-4_AGE-BED-9_BED-DOG-9_BED-COY-9_BED-CHI-9,COY-12_MAD-12_LAX-12_ICE-4_DOG-4_SAY-4_GIN-4_PAW-4_CUP-4_DAY-4_AGE-9_DOG-9_COY-9_CHI-9
COY-9,COY,9,315.797989,-50.798162,75.829271,AGE_ART_BED_BUG_CHI_LAX_NOR_ELK_KIT_MAD,AGE-COY_ART-COY_BED-COY_BUG-COY_CHI-COY_COY-LAX_COY-NOR_COY-ELK_COY-KIT_COY-MAD,ART-COY-12_BED-COY-12_BUG-COY-12_COY-LAX-12_COY-NOR-12_COY-MAD-12_AGE-COY-9_BED-COY-9_CHI-COY-9_COY-NOR-9_COY-ELK-9_COY-KIT-9,ART-12_BED-12_BUG-12_LAX-12_NOR-12_MAD-12_AGE-9_BED-9_CHI-9_NOR-9_ELK-9_KIT-9
NAY-5,NAY,5,382.477881,88.455799,128.574686,ADO_BOA_FUN_JOB_PLY_REF,ADO-NAY_BOA-NAY_FUN-NAY_JOB-NAY_NAY-PLY_NAY-REF,ADO-NAY-5_BOA-NAY-5_FUN-NAY-5_JOB-NAY-5_NAY-PLY-5_NAY-REF-5,ADO-5_BOA-5_FUN-5_JOB-5_PLY-5_REF-5
YAK-13,YAK,12,351.616827,-95.677381,127.287411,BUG_FIG_GOO_LAB_PRO_ZAP,BUG-YAK_FIG-YAK_GOO-YAK_LAB-YAK_PRO-YAK_YAK-ZAP,GOO-YAK-13_LAB-YAK-13_PRO-YAK-13_YAK-ZAP-13_BUG-YAK-12_FIG-YAK-12_GOO-YAK-12_LAB-YAK-12,GOO-13_LAB-13_PRO-13_ZAP-13_BUG-12_FIG-12_GOO-12_LAB-12
YAK-12,YAK,12,349.521498,-91.87673,127.136509,BUG_FIG_GOO_LAB_PRO_ZAP,BUG-YAK_FIG-YAK_GOO-YAK_LAB-YAK_PRO-YAK_YAK-ZAP,GOO-YAK-13_LAB-YAK-13_PRO-YAK-13_YAK-ZAP-13_BUG-YAK-12_FIG-YAK-12_GOO-YAK-12_LAB-YAK-12,GOO-13_LAB-13_PRO-13_ZAP-13_BUG-12_FIG-12_GOO-12_LAB-12
FOG-6,FOG,6,382.518977,-22.433952,155.477648,TAU_LAW_TRY_RIB_SOY_OLD,FOG-TAU_FOG-LAW_FOG-TRY_FOG-RIB_FOG-SOY_FOG-OLD,FOG-TAU-14_FOG-LAW-14_FOG-RIB-14_FOG-OLD-14_FOG-TAU-6_FOG-TRY-6_FOG-RIB-6_FOG-SOY-6,TAU-14_LAW-14_RIB-14_OLD-14_TAU-6_TRY-6_RIB-6_SOY-6
HOW-1,HOW,5,402.871171,117.511978,79.696304,ADO_BOA_ELF_FEW_GAL_REF_WAR_PIE_RUM_SHY,ADO-HOW_BOA-HOW_ELF-HOW_FEW-HOW_GAL-HOW_HOW-REF_HOW-WAR_HOW-PIE_HOW-RUM_HOW-SHY,ELF-HOW-1_GAL-HOW-1_HOW-WAR-1_HOW-PIE-1_ADO-HOW-5_BOA-HOW-5_HOW-REF-5_HOW-WAR-5_HOW-RUM-5_HOW-SHY-5,ELF-1_GAL-1_WAR-1_PIE-1_ADO-5_BOA-5_REF-5_WAR-5_RUM-5_SHY-5
EON-7,EON,7,459.404539,50.779035,125.922509,ACE_AHI_BRO_YES_WET_POP_NIL_TOY,ACE-EON_AHI-EON_BRO-EON_EON-YES_EON-WET_EON-POP_EON-NIL_EON-TOY,ACE-EON-7_AHI-EON-7_BRO-EON-7_EON-YES-7_EON-WET-7_EON-POP-7_EON-NIL-7_EON-TOY-7,ACE-7_AHI-7_BRO-7_YES-7_WET-7_POP-7_NIL-7_TOY-7
FAN-6,FAN,6,342.965363,50.594242,131.386532,VOW_MOP_PLY_FUN_ZZZ_NAN,FAN-VOW_FAN-MOP_FAN-PLY_FAN-FUN_FAN-ZZZ_FAN-NAN,FAN-VOW-6_FAN-MOP-6_FAN-PLY-6_FAN-ZZZ-6_FAN-NAN-6_FAN-FUN-6,VOW-6_MOP-6_PLY-6_ZZZ-6_NAN-6_FUN-5
ZZZ-6,ZZZ,6,317.310635,42.277712,119.656179,FAN_GIN_HAM_NAN_VOW_WIZ,FAN-ZZZ_GIN-ZZZ_HAM-ZZZ_NAN-ZZZ_VOW-ZZZ_WIZ-ZZZ,FAN-ZZZ-6_GIN-ZZZ-6_HAM-ZZZ-6_NAN-ZZZ-6_VOW-ZZZ-6_WIZ-ZZZ-4,FAN-6_GIN-6_HAM-6_NAN-6_VOW-6_WIZ-4
DIG-2,DIG,2,495.908131,81.510101,52.616012,GUN_NOM_HIT_DUI_JOY_TUB,DIG-GUN_DIG-NOM_DIG-HIT_DIG-DUI_DIG-JOY_DIG-TUB,DIG-GUN-2_DIG-NOM-2_DIG-HIT-2_DIG-DUI-2_DIG-TUB-2_DIG-JOY-2,GUN-2_NOM-2_HIT-2_DUI-2_TUB-2_JOY-1
LEG-1,LEG,1,450.240641,137.15173,9.125889,OVA_SPY_WHO_RAW_NIX,LEG-OVA_LEG-SPY_LEG-WHO_LEG-RAW_LEG-NIX,LEG-OVA-1_LEG-SPY-1_LEG-WHO-1_LEG-RAW-1_LEG-NIX-1,OVA-1_SPY-1_WHO-1_RAW-1_NIX-1
AMP-8,AMP,8,450.502445,-110.76609,30.996501,ROB_SEX_YAY_SAW_CAB,AMP-ROB_AMP-SEX_AMP-YAY_AMP-SAW_AMP-CAB,AMP-ROB-10_AMP-SEX-10_AMP-CAB-10_AMP-SEX-8_AMP-YAY-8_AMP-SAW-8,ROB-10_SEX-10_CAB-10_SEX-8_YAY-8_SAW-8
USE-9,USE,9,330.13826,-99.228408,25.99295,COP_ELK_NEW_ONO_TAT_WOW_WIG,COP-USE_ELK-USE_NEW-USE_ONO-USE_TAT-USE_USE-WOW_USE-WIG,COP-USE-9_ELK-USE-9_ONO-USE-9_TAT-USE-9_USE-WOW-9_USE-WIG-9_NEW-USE-10,COP-9_ELK-9_ONO-9_TAT-9_WOW-9_WIG-9_NEW-10
EAR-10,EAR,10,443.137578,-109.258685,100.853044,COW_DAD_MOO_GEL_PIG_LIE_JAM_WAS_ZOO_SEX_TAR_PHI,COW-EAR_DAD-EAR_EAR-MOO_EAR-GEL_EAR-PIG_EAR-LIE_EAR-JAM_EAR-WAS_EAR-ZOO_EAR-SEX_EAR-TAR_EAR-PHI,COW-EAR-11_EAR-LIE-11_EAR-JAM-11_EAR-WAS-11_EAR-ZOO-11_EAR-TAR-11_EAR-PHI-11_DAD-EAR-10_EAR-MOO-10_EAR-GEL-10_EAR-PIG-10_EAR-SEX-10,COW-11_LIE-11_JAM-11_WAS-11_ZOO-11_TAR-11_PHI-11_DAD-10_MOO-10_GEL-10_PIG-10_SEX-10
