Bar_name,Modules,Min_X,Min_Y,Min_Z,Max_X,Max_Y,Max_Z,Nodes,Physical_Bars,Physical_Nodes,Adjacent_Nodes,Adjacent_Physical_Bars,Adjacent_Bars,Adjacent_Physical_Nodes,Ground
NIX-WHO,1,19.61778759,110.670883,-84.02869737,56.10229159,146.65104,-71.21173037,NIX_WHO,NIX-WHO-1,"['LEG', 'SPY', 'OVA', 'PIE', 'GUN', 'OFF', 'RAW']",NIX-1_WHO-1,"['LEG-NIX-1', 'NIX-SPY-1', 'NIX-OVA-1', 'NIX-PIE-1', 'GUN-WHO-1', 'LEG-WHO-1', 'RAW-WHO-1', 'OFF-WHO-2']","['LEG-NIX', 'NIX-SPY', 'NIX-OVA', 'NIX-PIE', 'GUN-WHO', 'LEG-WHO', 'OFF-WHO', 'RAW-WHO']","['LEG-1', 'SPY-1', 'OVA-1', 'PIE-1', 'GUN-1', 'LEG-1', 'RAW-1', 'OFF-2']",1
COP-TAT,9,-57.91414741,-101.868626,-74.08673237,-42.95671341,-66.76327302,-45.03855737,COP_TAT,COP-TAT-9,"['WOW', 'USE', 'NEW', 'GET', 'ELK', 'ONO', 'SIR']",COP-9_TAT-9,"['COP-WOW-10', 'COP-NEW-10', 'COP-GET-10', 'COP-WOW-9', 'COP-USE-9', 'ELK-TAT-9', 'ONO-TAT-9', 'SIR-TAT-9']","['COP-WOW', 'COP-USE', 'COP-NEW', 'COP-GET', 'ELK-TAT', 'ONO-TAT', 'SIR-TAT']","['WOW-10', 'NEW-10', 'GET-10', 'WOW-9', 'USE-9', 'ELK-9', 'ONO-9', 'SIR-9']",1
EGO-LID,3,-99.14678941,66.12933398,-99.65481637,-75.29686741,74.90171698,-80.80211637,EGO_LID,EGO-LID-3,"['AIM', 'BOX', 'GYM', 'OAR', 'HUG', 'WAX']",EGO-3_LID-3,"['AIM-EGO-3', 'EGO-GYM-3', 'EGO-OAR-3', 'BOX-EGO-4', 'AIM-LID-3', 'GYM-LID-3', 'LID-WAX-3', 'BOX-LID-4', 'HUG-LID-4']","['AIM-EGO', 'BOX-EGO', 'EGO-GYM', 'EGO-OAR', 'AIM-LID', 'BOX-LID', 'GYM-LID', 'HUG-LID', 'LID-WAX']","['AIM-3', 'GYM-3', 'OAR-3', 'BOX-4', 'AIM-3', 'GYM-3', 'WAX-3', 'BOX-4', 'HUG-4']",0
DAY-PAW,4,-113.3547044,18.42387798,-36.97350437,-94.73552341,29.94447198,-26.25327037,DAY_PAW,DAY-PAW-4,"['BED', 'TAX', 'ZIG', 'GYM', 'CUP', 'DOG', 'SAY']",DAY-4_PAW-4,"['BED-DAY-4', 'DAY-TAX-4', 'DAY-ZIG-4', 'DAY-GYM-4', 'CUP-PAW-4', 'DOG-PAW-4', 'PAW-SAY-4', 'PAW-ZIG-4']","['BED-DAY', 'DAY-TAX', 'DAY-ZIG', 'DAY-GYM', 'CUP-PAW', 'DOG-PAW', 'PAW-SAY', 'PAW-ZIG']","['BED-4', 'TAX-4', 'ZIG-4', 'GYM-4', 'CUP-4', 'DOG-4', 'SAY-4', 'ZIG-4']",0
IVY-SKY,2,94.59196259,13.11335398,-28.36083737,112.3883416,35.23947098,-16.07717937,IVY_SKY,IVY-SKY-2,"['ETA', 'FOX', 'GAS', 'TUX', 'SUN', 'TUB']",IVY-2_SKY-2,"['ETA-IVY-2', 'FOX-IVY-2', 'IVY-TUX-2', 'GAS-IVY-11', 'SKY-SUN-2', 'SKY-TUB-2']","['ETA-IVY', 'FOX-IVY', 'GAS-IVY', 'IVY-TUX', 'SKY-SUN', 'SKY-TUB']","['ETA-2', 'FOX-2', 'TUX-2', 'GAS-11', 'SUN-2', 'TUB-2']",0
AIM-LID,3,-85.39764441,66.12933398,-99.65481637,-75.29686741,95.01491398,-91.98091537,AIM_LID,AIM-LID-3,"['MOM', 'EGO', 'WAX', 'BOX', 'GYM', 'HUG']",AIM-3_LID-3,"['AIM-MOM-3', 'AIM-EGO-3', 'AIM-WAX-3', 'EGO-LID-3', 'GYM-LID-3', 'LID-WAX-3', 'BOX-LID-4', 'HUG-LID-4']","['AIM-MOM', 'AIM-EGO', 'AIM-WAX', 'BOX-LID', 'EGO-LID', 'GYM-LID', 'HUG-LID', 'LID-WAX']","['MOM-3', 'EGO-3', 'WAX-3', 'EGO-3', 'GYM-3', 'WAX-3', 'BOX-4', 'HUG-4']",1
ASK-ORC,2,100.5588706,38.13227498,-80.54947137,101.1758146,65.11660398,-67.54861437,ASK_ORC,ASK-ORC-2,"['FRO', 'TUB', 'OFF', 'TAG', 'BOY']",ASK-2_ORC-2,"['ASK-TUB-2', 'ASK-OFF-2', 'ASK-TAG-2', 'ASK-FRO-2', 'BOY-ORC-2', 'OFF-ORC-2', 'ORC-TAG-2']","['ASK-FRO', 'ASK-TUB', 'ASK-OFF', 'ASK-TAG', 'BOY-ORC', 'OFF-ORC', 'ORC-TAG']","['TUB-2', 'OFF-2', 'TAG-2', 'FRO-1', 'BOY-2', 'OFF-2', 'TAG-2']",0
INK-MAY,3,-53.10752641,133.549724,-46.28103337,-42.89736841,147.070363,-22.66342337,INK_MAY,INK-MAY-3,"['ALA', 'GUT', 'RUM', 'SHY', 'HEX', 'SIP']",INK-3_MAY-3,"['ALA-INK-3', 'GUT-INK-3', 'INK-RUM-3', 'INK-SHY-3', 'GUT-MAY-3', 'HEX-MAY-3', 'MAY-SIP-3']","['ALA-INK', 'GUT-INK', 'INK-RUM', 'INK-SHY', 'GUT-MAY', 'HEX-MAY', 'MAY-SIP']","['ALA-3', 'GUT-3', 'RUM-3', 'SHY-5', 'GUT-3', 'HEX-3', 'SIP-3']",0
ART-KIT,12,-93.70142841,-68.56138902,-19.98796437,-85.24824141,-58.83866602,26.52474063,ART_KIT,ART-KIT-12,"['COY', 'FIG', 'MAD', 'NOR', 'ELK', 'WIG', 'ONO']",ART-12_KIT-9,"['ART-COY-12', 'ART-FIG-12', 'ART-MAD-12', 'ART-NOR-12', 'ELK-KIT-9', 'KIT-NOR-9', 'KIT-WIG-9', 'KIT-ONO-9']","['ART-COY', 'ART-FIG', 'ART-MAD', 'ART-NOR', 'ELK-KIT', 'KIT-NOR', 'KIT-WIG', 'KIT-ONO']","['COY-12', 'FIG-12', 'MAD-12', 'NOR-12', 'ELK-9', 'NOR-9', 'WIG-9', 'ONO-9']",0
MOM-WAX,3,-84.88109141,89.53200898,-94.98505137,-61.03240041,113.301845,-64.08417237,MOM_WAX,MOM-WAX-3,"['AGO', 'AIM', 'OAR', 'TAX', 'HEX', 'LID', 'SIP']",MOM-3_WAX-3,"['AGO-MOM-3', 'AIM-MOM-3', 'MOM-OAR-3', 'MOM-TAX-3', 'AIM-WAX-3', 'HEX-WAX-3', 'LID-WAX-3', 'SIP-WAX-3']","['AGO-MOM', 'AIM-MOM', 'MOM-OAR', 'MOM-TAX', 'AIM-WAX', 'HEX-WAX', 'LID-WAX', 'SIP-WAX']","['AGO-3', 'AIM-3', 'OAR-3', 'TAX-3', 'AIM-3', 'HEX-3', 'LID-3', 'SIP-3']",0
AGO-MIX,3,-82.31358541,99.85877998,-59.92703137,-77.59085641,116.370628,-32.02837637,AGO_MIX,AGO-MIX-3,"['ALA', 'MOM', 'OIL', 'HEX']",AGO-3_MIX-3,"['AGO-ALA-3', 'AGO-MOM-3', 'AGO-OIL-3', 'ALA-MIX-3', 'HEX-MIX-3']","['AGO-ALA', 'AGO-MOM', 'AGO-OIL', 'ALA-MIX', 'HEX-MIX']","['ALA-3', 'MOM-3', 'OIL-3', 'ALA-3', 'HEX-3']",0
KEG-ODD,11,83.77172959,-61.85164402,10.55548263,85.97783059,-36.78945902,22.52835163,KEG_ODD,KEG-ODD-11,"['WHY', 'TAR', 'WAS', 'LUG', 'AIR', 'COW', 'FIX', 'GAS']",KEG-11_ODD-11,"['KEG-TAR-11', 'KEG-WAS-11', 'KEG-LUG-11', 'KEG-WHY-8', 'KEG-TAR-8', 'KEG-LUG-8', 'AIR-ODD-11', 'COW-ODD-11', 'FIX-ODD-11', 'GAS-ODD-11']","['KEG-WHY', 'KEG-TAR', 'KEG-WAS', 'KEG-LUG', 'AIR-ODD', 'COW-ODD', 'FIX-ODD', 'GAS-ODD']","['TAR-11', 'WAS-11', 'LUG-11', 'WHY-8', 'TAR-8', 'LUG-8', 'AIR-11', 'COW-11', 'FIX-11', 'GAS-11']",0
AHI-ERA,7,17.26735359,17.24063198,60.56250663,39.02183059,34.45504998,64.71688063,AHI_ERA,AHI-ERA-7,"['NIL', 'IRE', 'EON', 'JUG', 'YES', 'LAW']",AHI-7_ERA-7,"['AHI-NIL-7', 'AHI-IRE-7', 'AHI-EON-7', 'ERA-LAW-14', 'ERA-YES-7', 'ERA-NIL-7', 'ERA-JUG-6']","['AHI-NIL', 'AHI-IRE', 'AHI-EON', 'ERA-JUG', 'ERA-YES', 'ERA-NIL', 'ERA-LAW']","['NIL-7', 'IRE-7', 'EON-7', 'LAW-14', 'YES-7', 'NIL-7', 'JUG-6']",0
FLY-WIZ,5,-94.22729741,61.19367898,1.048107628,-82.18924841,94.36766498,16.15277063,FLY_WIZ,FLY-WIZ-5,"['ALA', 'DRY', 'VOW', 'TAX', 'SAY', 'ZZZ']",FLY-5_WIZ-4,"['ALA-FLY-3', 'FLY-TAX-3', 'DRY-FLY-5', 'FLY-VOW-5', 'SAY-WIZ-4', 'TAX-WIZ-4', 'VOW-WIZ-6', 'WIZ-ZZZ-4']","['ALA-FLY', 'DRY-FLY', 'FLY-VOW', 'FLY-TAX', 'SAY-WIZ', 'TAX-WIZ', 'VOW-WIZ', 'WIZ-ZZZ']","['ALA-3', 'TAX-3', 'DRY-5', 'VOW-5', 'SAY-4', 'TAX-4', 'VOW-6', 'ZZZ-6']",0
COP-WOW,10_9,-59.45124641,-131.871081,-45.03855737,-39.98823741,-101.868626,-17.25148337,COP_WOW,COP-WOW-10_COP-WOW-9,"['USE', 'NEW', 'TAT', 'GET', 'GOO', 'KEY', 'WIG']",COP-10_WOW-10_COP-9_WOW-9,"['COP-NEW-10', 'COP-GET-10', 'COP-USE-9', 'COP-TAT-9', 'GET-WOW-10', 'GOO-WOW-10', 'KEY-WOW-9', 'WIG-WOW-9']","['COP-USE', 'COP-NEW', 'COP-TAT', 'COP-GET', 'GET-WOW', 'GOO-WOW', 'KEY-WOW', 'WIG-WOW']","['NEW-10', 'GET-10', 'USE-9', 'TAT-9', 'GET-10', 'GOO-10', 'KEY-9', 'WIG-9']",0
ARM-NOM,1,65.19910059,89.93827798,-8.540843372,74.50482659,101.295225,14.24669263,ARM_NOM,ARM-NOM-1,"['BRO', 'BIO', 'DUB', 'WET']",ARM-1_NOM-1,"['ARM-BIO-1', 'ARM-DUB-1', 'ARM-BRO-1', 'BIO-NOM-1', 'NOM-WET-1', 'NOM-WET-7']","['ARM-BRO', 'ARM-BIO', 'ARM-DUB', 'BIO-NOM', 'NOM-WET']","['BIO-1', 'DUB-1', 'BRO-7', 'BIO-1', 'WET-1', 'WET-7']",0
IRE-YES,7,40.26749259,-0.069158017,41.98318563,54.23545259,26.39750798,66.84420363,IRE_YES,IRE-YES-7,"['AHI', 'EVE', 'GIG', 'RIB', 'ACE', 'ERA', 'MAC']",IRE-7_YES-7,"['EVE-IRE-14', 'GIG-IRE-14', 'IRE-RIB-14', 'AHI-IRE-7', 'ACE-YES-7', 'ERA-YES-7', 'MAC-YES-7', 'GIG-YES-14']","['AHI-IRE', 'EVE-IRE', 'GIG-IRE', 'IRE-RIB', 'ACE-YES', 'ERA-YES', 'GIG-YES', 'MAC-YES']","['EVE-14', 'GIG-14', 'RIB-14', 'AHI-7', 'ACE-7', 'ERA-7', 'MAC-7', 'GIG-14']",0
EVE-IRE,14,30.91119559,-41.28148002,68.58317463,36.45626059,-3.166204017,69.58921863,EVE_IRE,EVE-IRE-14,"['LAW', 'FAX', 'OLD', 'AHI', 'GIG', 'YES', 'RIB']",EVE-14_IRE-14,"['EVE-LAW-14', 'EVE-OLD-14', 'EVE-FAX-14', 'GIG-IRE-14', 'IRE-RIB-14', 'AHI-IRE-7', 'IRE-YES-7']","['EVE-LAW', 'EVE-FAX', 'EVE-OLD', 'AHI-IRE', 'GIG-IRE', 'IRE-YES', 'IRE-RIB']","['LAW-14', 'OLD-14', 'FAX-11', 'GIG-14', 'RIB-14', 'AHI-7', 'YES-7']",0
GIN-ZZZ,6,-90.01991741,31.45906698,17.70368663,-79.23398341,42.81055598,41.84575163,GIN_ZZZ,GIN-ZZZ-6,"['SAY', 'LAX', 'VOW', 'FAN', 'WIZ']",GIN-6_ZZZ-6,"['GIN-SAY-4', 'GIN-LAX-6', 'GIN-VOW-6', 'FAN-ZZZ-6', 'WIZ-ZZZ-4']","['GIN-SAY', 'GIN-LAX', 'GIN-VOW', 'FAN-ZZZ', 'WIZ-ZZZ']","['SAY-4', 'LAX-6', 'VOW-6', 'FAN-6', 'WIZ-4']",0
ELK-KIT,9,-93.70142841,-76.36781602,-38.83893637,-74.04124941,-68.56138902,-19.98796437,ELK_KIT,ELK-KIT-9,"['COY', 'USE', 'TAT', 'ART', 'NOR', 'WIG', 'ONO']",ELK-9_KIT-9,"['COY-ELK-9', 'ELK-USE-9', 'ELK-TAT-9', 'KIT-NOR-9', 'KIT-WIG-9', 'KIT-ONO-9', 'ART-KIT-12']","['COY-ELK', 'ELK-USE', 'ELK-TAT', 'ART-KIT', 'KIT-NOR', 'KIT-WIG', 'KIT-ONO']","['COY-9', 'USE-9', 'TAT-9', 'NOR-9', 'WIG-9', 'ONO-9', 'ART-12']",0
AIR-GIG,11,47.13816959,-32.43153802,43.73215663,71.13112059,-23.18064902,50.88486063,AIR_GIG,AIR-GIG-11,"['COW', 'ODD', 'MAC', 'FAX', 'FIX', 'IRE', 'YES']",AIR-11_GIG-11,"['AIR-COW-11', 'AIR-ODD-11', 'AIR-MAC-11', 'AIR-FAX-11', 'FAX-GIG-11', 'FIX-GIG-11', 'GIG-IRE-14', 'GIG-YES-14']","['AIR-COW', 'AIR-ODD', 'AIR-MAC', 'AIR-FAX', 'FAX-GIG', 'FIX-GIG', 'GIG-IRE', 'GIG-YES']","['COW-11', 'ODD-11', 'MAC-11', 'FAX-11', 'FAX-11', 'FIX-11', 'IRE-14', 'YES-7']",0
ELF-WAR,1,24.28645659,109.975758,-1.147938372,42.59283659,118.646189,20.21671563,ELF_WAR,ELF-WAR-1,"['ADO', 'DUB', 'WET', 'GAL']",ELF-1_WAR-1,"['DUB-ELF-1', 'ELF-WET-1', 'ELF-GAL-1', 'ADO-ELF-5', 'DUB-WAR-1', 'GAL-WAR-1', 'ADO-WAR-5', 'DUB-WAR-5']","['ADO-ELF', 'DUB-ELF', 'ELF-WET', 'ELF-GAL', 'ADO-WAR', 'DUB-WAR', 'GAL-WAR']","['DUB-1', 'WET-1', 'GAL-1', 'ADO-5', 'DUB-1', 'GAL-1', 'ADO-5', 'DUB-5']",0
NIX-OVA,1,19.61778759,146.65104,-71.21173037,37.55681159,148.781207,-44.57590737,NIX_OVA,NIX-OVA-1,"['LEG', 'SPY', 'WHO', 'PIE', 'RAD']",NIX-1_OVA-1,"['LEG-NIX-1', 'NIX-SPY-1', 'NIX-WHO-1', 'NIX-PIE-1', 'LEG-OVA-1', 'OVA-PIE-1', 'OVA-RAD-1']","['LEG-NIX', 'NIX-SPY', 'NIX-WHO', 'NIX-PIE', 'LEG-OVA', 'OVA-PIE', 'OVA-RAD']","['LEG-1', 'SPY-1', 'WHO-1', 'PIE-1', 'LEG-1', 'PIE-1', 'RAD-1']",0
ART-FIG,12,-85.24824141,-94.26845802,26.52474063,-68.95094441,-58.83866602,33.62420063,ART_FIG,ART-FIG-12,"['COY', 'KIT', 'MAD', 'NOR', 'BUG', 'KEY', 'YAK']",ART-12_FIG-12,"['ART-COY-12', 'ART-MAD-12', 'ART-NOR-12', 'ART-KIT-12', 'BUG-FIG-12', 'FIG-KEY-12', 'FIG-NOR-12', 'FIG-YAK-12']","['ART-COY', 'ART-KIT', 'ART-MAD', 'ART-NOR', 'BUG-FIG', 'FIG-KEY', 'FIG-NOR', 'FIG-YAK']","['COY-12', 'MAD-12', 'NOR-12', 'KIT-9', 'BUG-12', 'KEY-12', 'NOR-12', 'YAK-12']",0
HEX-MAY,3,-57.82588741,138.550331,-73.40293337,-42.89736841,147.070363,-46.28103337,HEX_MAY,HEX-MAY-3,"['SIP', 'WAX', 'MIX', 'GUT', 'INK']",HEX-3_MAY-3,"['HEX-SIP-3', 'HEX-WAX-3', 'HEX-MIX-3', 'GUT-MAY-3', 'INK-MAY-3', 'MAY-SIP-3']","['HEX-SIP', 'HEX-WAX', 'HEX-MIX', 'GUT-MAY', 'INK-MAY', 'MAY-SIP']","['SIP-3', 'WAX-3', 'MIX-3', 'GUT-3', 'INK-3', 'SIP-3']",0
BED-CHI,9,-102.5418844,-38.04451102,-16.48294537,-95.19832241,-10.08291602,-13.15320537,BED_CHI,BED-CHI-9,"['ICE', 'DOG', 'SAY', 'DAY', 'AGE', 'MAD', 'COY']",BED-9_CHI-9,"['BED-ICE-4', 'BED-DOG-4', 'BED-SAY-4', 'BED-DAY-4', 'BED-DOG-9', 'AGE-CHI-9', 'CHI-COY-9', 'CHI-MAD-9']","['BED-ICE', 'BED-DOG', 'BED-SAY', 'BED-DAY', 'AGE-CHI', 'CHI-MAD', 'CHI-COY']","['ICE-4', 'DOG-4', 'SAY-4', 'DAY-4', 'DOG-9', 'AGE-9', 'COY-9', 'MAD-12']",0
ASH-HAM,12,-78.12024741,-36.11951702,43.02018763,-70.85630941,6.428795983,49.93942863,ASH_HAM,ASH-HAM-12,"['ACT', 'LAM', 'BUG', 'DUH', 'LAX', 'ICE']",ASH-12_HAM-6,"['ACT-ASH-12', 'ASH-LAM-12', 'ASH-BUG-12', 'DUH-HAM-6', 'HAM-LAX-6', 'HAM-ICE-6']","['ACT-ASH', 'ASH-LAM', 'ASH-BUG', 'DUH-HAM', 'HAM-LAX', 'HAM-ICE']","['ACT-12', 'LAM-12', 'BUG-12', 'DUH-6', 'LAX-6', 'ICE-6']",0
BAR-ONO,9,-105.9669134,-62.98485202,-63.50000837,-88.90182941,-31.27103202,-61.66566937,BAR_ONO,BAR-ONO-9,"['AGE', 'SIR', 'DOG', 'KIT', 'USE', 'TAT']",BAR-9_ONO-9,"['BAR-DOG-4', 'AGE-BAR-9', 'BAR-SIR-9', 'BAR-DOG-9', 'KIT-ONO-9', 'ONO-SIR-9', 'ONO-USE-9', 'ONO-TAT-9']","['AGE-BAR', 'BAR-SIR', 'BAR-DOG', 'KIT-ONO', 'ONO-SIR', 'ONO-USE', 'ONO-TAT']","['DOG-4', 'AGE-9', 'SIR-9', 'DOG-9', 'KIT-9', 'SIR-9', 'USE-9', 'TAT-9']",0
LUG-TUX,8,89.76299359,-35.23578102,-22.75135137,108.4933236,-15.46935902,-8.809875372,LUG_TUX,LUG-TUX-8,"['KEG', 'FOX', 'GAS', 'IVY', 'PAY']",LUG-8_TUX-8,"['KEG-LUG-11', 'KEG-LUG-8', 'FOX-TUX-2', 'IVY-TUX-2', 'PAY-TUX-8', 'GAS-TUX-11']","['KEG-LUG', 'FOX-TUX', 'GAS-TUX', 'IVY-TUX', 'PAY-TUX']","['KEG-11', 'KEG-8', 'FOX-2', 'IVY-2', 'PAY-8', 'GAS-11']",0
MOM-TAX,3,-95.65655241,74.10019898,-64.08417237,-84.88109141,89.53200898,-15.13246137,MOM_TAX,MOM-TAX-3,"['AGO', 'AIM', 'OAR', 'WAX', 'DAY', 'FLY', 'WIZ']",MOM-3_TAX-3,"['AGO-MOM-3', 'AIM-MOM-3', 'MOM-OAR-3', 'MOM-WAX-3', 'FLY-TAX-3', 'DAY-TAX-4', 'TAX-WIZ-4']","['AGO-MOM', 'AIM-MOM', 'MOM-OAR', 'MOM-WAX', 'DAY-TAX', 'FLY-TAX', 'TAX-WIZ']","['AGO-3', 'AIM-3', 'OAR-3', 'WAX-3', 'FLY-3', 'DAY-4', 'WIZ-4']",0
JAR-PAY,8,84.01051459,-54.19003002,-46.44022937,104.2987506,-39.62004702,-34.32920937,JAR_PAY,JAR-PAY-8,"['ETA', 'YAY', 'WHY', 'SAW', 'TUX', 'WIN']",JAR-8_PAY-8,"['ETA-JAR-8', 'JAR-YAY-8', 'JAR-WHY-8', 'JAR-SAW-8', 'PAY-TUX-8', 'PAY-WHY-8', 'PAY-WIN-8']","['ETA-JAR', 'JAR-YAY', 'JAR-WHY', 'JAR-SAW', 'PAY-TUX', 'PAY-WHY', 'PAY-WIN']","['ETA-8', 'YAY-8', 'WHY-8', 'SAW-8', 'TUX-8', 'WHY-8', 'WIN-8']",0
LAB-LAM,12,-49.51198841,-68.52870402,61.93299363,-39.22136141,-46.33818502,62.20547263,LAB_LAM,LAB-LAM-12,"['TAU', 'OLD', 'ACT', 'ASH', 'TRY']",LAB-12_LAM-12,"['LAB-TAU-13', 'LAB-OLD-13', 'ACT-LAM-12', 'ASH-LAM-12', 'LAM-TRY-12']","['LAB-TAU', 'LAB-OLD', 'ACT-LAM', 'ASH-LAM', 'LAM-TRY']","['TAU-13', 'OLD-13', 'ACT-12', 'ASH-12', 'TRY-6']",0
LEG-OVA,1,37.55681159,137.684574,-68.68453837,53.69602259,148.781207,-44.57590737,LEG_OVA,LEG-OVA-1,"['SPY', 'WHO', 'RAW', 'NIX', 'PIE', 'RAD']",LEG-1_OVA-1,"['LEG-SPY-1', 'LEG-WHO-1', 'LEG-RAW-1', 'LEG-NIX-1', 'NIX-OVA-1', 'OVA-PIE-1', 'OVA-RAD-1']","['LEG-SPY', 'LEG-WHO', 'LEG-RAW', 'LEG-NIX', 'NIX-OVA', 'OVA-PIE', 'OVA-RAD']","['SPY-1', 'WHO-1', 'RAW-1', 'NIX-1', 'NIX-1', 'PIE-1', 'RAD-1']",0
BOY-FOX,2,108.4197686,11.93373498,-68.75523137,113.4612856,14.11545098,-39.83334437,BOY_FOX,BOY-FOX-2,"['BAH', 'TAG', 'ORC', 'ETA', 'IVY', 'TUX']",BOY-2_FOX-2,"['BAH-BOY-2', 'BOY-TAG-2', 'BOY-ORC-2', 'ETA-FOX-2', 'FOX-IVY-2', 'FOX-TUX-2']","['BAH-BOY', 'BOY-TAG', 'BOY-ORC', 'ETA-FOX', 'FOX-IVY', 'FOX-TUX']","['BAH-2', 'TAG-2', 'ORC-2', 'ETA-2', 'IVY-2', 'TUX-2']",0
FUN-NAY,5,-41.77578841,81.21320698,46.46754063,-14.06673741,88.98864298,50.76425863,FUN_NAY,FUN-NAY-5,"['DRY', 'FAN', 'PLY', 'REF', 'BOA', 'JOB']",FUN-5_NAY-5,"['DRY-FUN-5', 'FUN-PLY-5', 'FUN-REF-5', 'FAN-FUN-6', 'BOA-NAY-5', 'JOB-NAY-5']","['DRY-FUN', 'FAN-FUN', 'FUN-PLY', 'FUN-REF', 'BOA-NAY', 'JOB-NAY']","['DRY-5', 'PLY-5', 'REF-5', 'FAN-6', 'BOA-5', 'JOB-5']",0
CUP-PAW,4,-113.3547044,1.689936983,-56.48926237,-102.1497724,18.42387798,-36.97350437,CUP_PAW,CUP-PAW-4,"['AGE', 'DOG', 'FLU', 'DAY', 'SAY', 'ZIG']",CUP-4_PAW-4,"['CUP-DOG-4', 'CUP-FLU-4', 'AGE-CUP-9', 'DAY-PAW-4', 'DOG-PAW-4', 'PAW-SAY-4', 'PAW-ZIG-4']","['AGE-CUP', 'CUP-DOG', 'CUP-FLU', 'DAY-PAW', 'DOG-PAW', 'PAW-SAY', 'PAW-ZIG']","['DOG-4', 'FLU-4', 'AGE-9', 'DAY-4', 'DOG-4', 'SAY-4', 'ZIG-4']",0
ACE-HIT,7,82.95430959,41.79066798,4.395899628,96.86061759,65.50574698,19.02546163,ACE_HIT,ACE-HIT-7,"['BRO', 'YES', 'SUN', 'POP', 'DIG', 'DUI']",ACE-7_HIT-7,"['ACE-BRO-7', 'ACE-YES-7', 'ACE-SUN-7', 'ACE-POP-7', 'DIG-HIT-2', 'DUI-HIT-2', 'HIT-SUN-2', 'BRO-HIT-7', 'HIT-SUN-7']","['ACE-BRO', 'ACE-YES', 'ACE-SUN', 'ACE-POP', 'BRO-HIT', 'DIG-HIT', 'DUI-HIT', 'HIT-SUN']","['BRO-7', 'YES-7', 'SUN-7', 'POP-7', 'DIG-2', 'DUI-2', 'SUN-2', 'BRO-7', 'SUN-7']",0
KEY-WIG,9,-83.42824041,-117.391416,-20.98122137,-69.64055541,-103.036941,7.820439628,KEY_WIG,KEY-WIG-9,"['FIG', 'GOO', 'WOW', 'NOR', 'KIT', 'USE']",KEY-9_WIG-9,"['FIG-KEY-12', 'GOO-KEY-12', 'KEY-NOR-12', 'KEY-WOW-9', 'KEY-NOR-9', 'KIT-WIG-9', 'USE-WIG-9', 'WIG-WOW-9']","['FIG-KEY', 'GOO-KEY', 'KEY-WOW', 'KEY-NOR', 'KIT-WIG', 'USE-WIG', 'WIG-WOW']","['FIG-12', 'GOO-12', 'NOR-12', 'WOW-9', 'NOR-9', 'KIT-9', 'USE-9', 'WOW-9']",0
BUG-NOR,12,-75.85383241,-91.25010502,5.971789628,-59.09933341,-64.50047202,38.98281863,BUG_NOR,BUG-NOR-12,"['ASH', 'ZAP', 'LAX', 'FIG', 'ART', 'KEY', 'KIT']",BUG-12_NOR-12,"['ASH-BUG-12', 'BUG-LAX-12', 'BUG-FIG-12', 'BUG-ZAP-12', 'ART-NOR-12', 'FIG-NOR-12', 'KEY-NOR-12', 'KEY-NOR-9', 'KIT-NOR-9']","['ASH-BUG', 'BUG-ZAP', 'BUG-LAX', 'BUG-FIG', 'ART-NOR', 'FIG-NOR', 'KEY-NOR', 'KIT-NOR']","['ASH-12', 'LAX-12', 'FIG-12', 'ZAP-13', 'ART-12', 'FIG-12', 'KEY-12', 'KEY-9', 'KIT-9']",0
GUN-JOY,1,80.21752159,86.71068098,-50.51652737,84.05906559,108.367809,-32.10448937,GUN_JOY,GUN-JOY-1,"['RAW', 'WHO', 'OFF', 'TUB', 'BIO', 'DIG', 'SPY']",GUN-1_JOY-1,"['GUN-RAW-1', 'GUN-WHO-1', 'GUN-OFF-2', 'GUN-TUB-2', 'BIO-JOY-1', 'JOY-SPY-1', 'DIG-JOY-2']","['GUN-RAW', 'GUN-WHO', 'GUN-OFF', 'GUN-TUB', 'BIO-JOY', 'DIG-JOY', 'JOY-SPY']","['RAW-1', 'WHO-1', 'OFF-2', 'TUB-2', 'BIO-1', 'SPY-1', 'DIG-2']",0
ADO-PLY,5,-22.25168941,55.30934898,38.38084263,11.85316059,92.98717298,47.80186763,ADO_PLY,ADO-PLY-5,"['JOB', 'NIL', 'WAR', 'ELF', 'FAN', 'FUN', 'MOP', 'NAN']",ADO-5_PLY-5,"['ADO-JOB-5', 'ADO-NIL-5', 'ADO-WAR-5', 'ADO-ELF-5', 'FUN-PLY-5', 'FAN-PLY-6', 'MOP-PLY-6', 'NAN-PLY-6']","['ADO-JOB', 'ADO-NIL', 'ADO-WAR', 'ADO-ELF', 'FAN-PLY', 'FUN-PLY', 'MOP-PLY', 'NAN-PLY']","['JOB-5', 'NIL-5', 'WAR-5', 'ELF-1', 'FUN-5', 'FAN-6', 'MOP-6', 'NAN-6']",0
